	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
BBS4	493	402	514	379
BBS7	1000	918	1028	665
BBS9	420	408	352	297
BBX	2190	1948	2016	1713
BCAP29	718	694	690	506
BCAP31	2719	2654	2564	1878
BCAR1	436	326	393	360
BCAR3	104	86	88	75
BCAS2	1323	1356	1254	847
BCAS3	806	660	750	630
BCAS4	51	45	59	31
BCAT1	904	859	884	561
BCAT2	580	517	564	383
BCCIP	2379	2557	2246	1540
BCDIN3D	128	113	144	101
BCHE	78	89	82	55
BCKDHA	31	42	45	26
BCKDHB	434	373	389	300
BCKDK	657	494	597	574
BCL10	230	232	205	153
BCL11A	211	193	131	138
BCL2L1	145	135	106	107
BCL2L11	159	124	150	120
BCL2L12	329	367	365	255
BCL2L13	971	828	886	686
BCL2L2	59	30	44	46
BCL6B	139	101	128	84
BCL7A	210	233	204	157
BCL7B	224	180	249	173
BCL7C	653	640	583	427
BCL9	453	355	319	390
BCLAF1	3858	3604	4089	3092
BCLAF3	220	180	191	162
BCOR	5403	4450	3863	4650
BCORL1	498	342	267	482
BCR	1804	1674	1481	1337
BCS1L	1053	932	948	719
BDH1	111	98	88	67
BDH2	210	220	234	136
BDP1	5527	5342	5024	3959
BECN1	1162	1110	1161	867
BEND3	309	260	184	244
BEND4	153	135	164	119
BEND7	203	165	117	133
BET1	233	236	223	138
BET1L	82	102	67	68
BEX1	78	74	59	28
BEX2	753	711	759	470
BEX3	3721	3836	3064	2101
BEX4	552	631	703	413
BFAR	656	577	679	509
BFSP1	105	106	107	75
BHLHE40	78	83	73	79
BICC1	231	195	280	229
BICD1	206	166	124	190
BICD2	1020	944	878	765
BICRA	97	61	30	67
BICRAL	165	153	139	120
BID	350	304	323	212
BIN1	172	171	198	128
BIN3	168	166	165	118
BIRC2	827	794	727	593
BIRC5	1648	1666	1370	1009
BIRC6	12104	10720	11397	8671
BIVM	69	80	60	43
BLCAP	100	77	88	57
BLM	3590	3181	3213	2658
BLMH	913	952	831	739
BLOC1S1	173	161	173	116
BLOC1S2	313	277	311	195
BLOC1S4	147	125	142	70
BLOC1S5	86	78	90	62
BLOC1S6	267	260	256	185
BLVRA	542	554	505	395
BLVRB	229	206	216	128
BLZF1	665	651	688	454
BMP1	132	88	130	115
BMP2K	652	527	624	544
BMP4	51	55	31	50
BMP6	89	71	69	46
BMP7	391	333	404	301
BMPR1A	195	167	217	161
BMPR1B	114	93	94	96
BMPR2	700	627	663	710
BMS1	4584	4567	4152	3279
BMT2	190	174	163	122
BNC1	38	31	41	30
BNC2	81	79	99	71
BNIP1	268	224	245	178
BNIP2	914	866	807	525
BNIP3	299	295	228	198
BNIP3L	228	246	197	139
BOC	137	127	119	117
BOD1	640	545	641	451
BOD1L1	3569	3339	3358	2680
BOLA1	92	88	66	62
BOLA3	477	443	428	277
BOP1	2215	2168	2226	1648
BORA	549	465	533	404
BORCS5	78	42	57	46
BORCS6	104	75	72	49
BPGM	330	271	296	186
BPHL	286	250	252	175
BPNT1	967	1045	1002	757
BPTF	7166	6501	5352	5717
BRAF	362	361	357	287
BRAP	644	608	592	465
BRAT1	869	744	737	626
BRCA1	3663	3200	3071	2580
BRCA2	4461	4113	4027	3488
BRCC3	671	694	660	492
BRD1	981	834	768	795
BRD2	7219	6304	7402	6640
BRD3	429	393	328	328
BRD3OS	61	75	72	61
BRD4	1057	791	519	902
BRD7	1478	1445	1373	1045
BRD8	2190	2098	1987	1704
BRD9	959	884	756	716
BRF1	463	437	403	350
BRF2	243	197	216	152
BRI3	123	97	123	83
BRI3BP	227	210	197	151
BRICD5	113	91	116	89
BRIP1	2192	1904	2050	1664
BRIX1	2461	2474	2167	1633
BRK1	358	285	451	212
BRMS1	770	755	830	591
BRMS1L	490	438	469	335
BROX	952	865	923	715
BRPF1	1431	1194	1422	1137
BRPF3	829	693	593	754
BRSK1	88	63	82	68
BRSK2	309	255	273	238
BRWD1	3533	3280	3073	2360
BRWD3	1838	1718	1509	1359
BSCL2	402	347	417	385
BSDC1	1024	986	934	795
BSG	2920	2590	2933	2537
BSN	372	251	256	347
BTAF1	4128	3628	4208	2962
BTBD1	1661	1454	1756	1207
BTBD10	452	461	466	307
BTBD11	116	116	119	90
BTBD18	78	43	66	74
BTBD2	708	606	602	575
BTBD3	909	794	754	593
BTBD6	684	592	662	460
BTBD7	1018	931	957	839
BTBD8	169	170	137	125
BTBD9	241	239	218	170
BTD	249	215	226	184
BTF3	4715	4374	5158	3134
BTF3L4	176	171	146	100
BTG1	164	123	187	143
BTG3	513	535	439	400
BTN2A1	469	432	453	340
BTN2A2	237	212	217	153
BTN3A1	76	67	66	47
BTN3A2	54	44	42	27
BTNL9	62	71	37	31
BTRC	575	473	566	491
BUB1	4364	3837	4289	3178
BUB1B	2477	2244	2447	1754
BUB3	3874	3627	3750	2587
BUD13	495	466	534	416
BUD23	1234	1190	1152	832
BUD31	678	675	606	422
BVES	86	83	80	73
BX255925.3	51	61	59	44
BYSL	816	770	838	695
BZW1	2348	2298	2015	1408
BZW2	2002	1896	1926	1387
C10orf88	249	217	209	191
C11orf1	124	98	112	63
C11orf24	264	203	316	209
C11orf49	220	192	209	190
C11orf54	77	56	70	56
C11orf58	1521	1663	1681	1132
C11orf68	97	69	93	57
C11orf71	58	45	48	39
C11orf74	302	325	305	230
C11orf80	134	147	136	123
C11orf95	177	173	128	109
C11orf98	223	188	193	118
C12orf10	564	468	558	441
C12orf29	702	596	661	468
C12orf4	717	640	605	473
C12orf43	274	257	235	184
C12orf45	445	404	415	293
C12orf49	207	215	207	156
C12orf57	282	259	307	173
C12orf65	177	163	134	116
C12orf66	161	168	184	140
C12orf73	87	88	88	63
C12orf75	189	164	159	85
C14orf119	397	326	511	267
C14orf28	44	38	39	34
C14orf93	108	112	113	80
C15orf39	619	469	406	629
C15orf40	319	292	276	172
C15orf41	90	99	89	77
C15orf61	110	93	106	58
C16orf58	286	260	280	223
C16orf70	372	316	382	317
C16orf72	738	721	689	557
C16orf87	197	196	199	130
C16orf91	181	192	155	121
C17orf51	221	197	254	198
C17orf53	267	189	216	199
C17orf58	97	105	97	62
C17orf75	447	410	382	293
C17orf80	857	750	815	640
C18orf21	339	306	398	248
C18orf25	451	470	435	347
C18orf32	47	35	43	29
C18orf54	213	191	173	172
C19orf12	72	65	82	50
C19orf24	429	395	401	300
C19orf25	176	162	143	133
C19orf44	233	163	166	170
C19orf47	221	141	237	176
C19orf48	820	646	897	623
C19orf53	494	476	417	282
C19orf54	85	64	55	84
C19orf57	92	62	92	78
C19orf71	67	59	47	44
C1D	157	126	137	89
C1GALT1	257	243	264	183
C1GALT1C1	712	673	640	444
C1QBP	10495	9564	9103	6122
C1orf109	359	324	278	220
C1orf112	1343	1121	1347	1001
C1orf122	135	135	93	73
C1orf131	994	872	814	597
C1orf159	74	45	71	77
C1orf167	70	57	49	52
C1orf174	404	344	343	267
C1orf198	354	298	249	237
C1orf21	236	190	192	144
C1orf216	58	59	54	76
C1orf35	727	699	658	440
C1orf43	1728	1690	1692	1261
C1orf50	89	73	97	74
C1orf52	505	499	415	354
C1orf56	77	52	67	40
C1orf74	79	71	76	47
C20orf194	271	200	156	172
C20orf27	549	509	596	509
C20orf96	74	68	51	61
C21orf58	153	156	159	120
C21orf91	262	264	331	215
C22orf23	69	56	68	62
C22orf39	75	67	38	43
C22orf46	73	46	45	47
C2CD2L	159	137	167	152
C2CD3	1219	972	1055	979
C2CD5	1348	1231	1272	1067
C2orf16	264	247	273	213
C2orf42	191	190	185	177
C2orf49	314	274	303	213
C2orf68	104	100	101	80
C2orf69	335	289	295	211
C2orf74	155	139	133	91
C2orf76	143	130	120	65
C3orf14	372	323	350	241
C3orf33	132	158	73	74
C3orf38	538	573	546	407
C3orf52	277	283	227	175
C3orf62	104	77	39	48
C3orf67	174	146	156	125
C4orf3	364	398	341	195
C4orf33	212	203	185	131
C4orf46	119	145	106	60
C4orf48	78	67	64	26
C5	69	62	55	57
C5orf15	689	523	757	484
C5orf22	607	505	561	461
C5orf24	464	395	422	335
C5orf30	226	172	151	141
C5orf34	418	334	366	278
C5orf51	600	531	378	403
C5orf63	69	60	47	41
C6orf106	347	269	314	266
C6orf120	215	209	172	134
C6orf136	106	102	112	93
C6orf163	72	65	43	50
C6orf203	171	206	171	130
C6orf47	154	159	142	118
C6orf48	496	375	446	350
C6orf62	1187	1120	934	899
C6orf89	419	328	411	315
C7orf25	240	219	211	168
C7orf26	249	263	237	217
C7orf31	91	83	87	78
C7orf43	209	207	263	199
C7orf50	563	531	459	362
C8orf33	788	780	712	567
C8orf34	88	73	77	68
C8orf37	37	42	31	33
C8orf59	972	909	911	579
C8orf76	118	120	111	65
C8orf82	100	81	116	66
C8orf88	161	156	191	121
C9orf131	56	48	46	79
C9orf16	148	144	101	79
C9orf3	469	376	338	319
C9orf40	192	172	147	121
C9orf64	439	412	419	290
C9orf72	255	252	196	156
C9orf78	863	780	914	619
C9orf85	137	138	130	106
CA11	58	44	51	32
CA2	3943	3591	4208	2846
CA5B	65	52	59	62
CA8	230	201	225	143
CAAP1	512	508	426	344
CAB39	819	723	778	585
CAB39L	50	49	50	29
CABIN1	3101	2650	2387	2433
CABLES1	322	302	255	231
CABLES2	147	104	122	107
CABYR	90	74	73	56
CACHD1	1369	1313	1237	1038
CACNA1B	64	62	50	57
CACNA1D	94	87	99	99
CACNA1H	288	253	218	208
CACNA2D1	687	618	644	511
CACNA2D2	148	116	99	130
CACNA2D3	271	199	207	169
CACNB2	159	176	133	126
CACNB3	58	62	45	46
CACNB4	91	74	65	62
CACTIN	384	404	390	323
CACUL1	535	477	480	365
CACYBP	2465	2387	2195	1485
CAD	4836	4209	3636	3814
CADM1	711	592	737	525
CADM4	97	84	83	65
CADPS2	634	591	573	418
CALCOCO1	354	312	294	279
CALCOCO2	877	778	838	669
CALD1	678	760	719	469
CALM1	2001	2118	1694	1284
CALM2	3174	2890	2993	2043
CALM3	1335	1318	1420	1132
CALML4	163	121	126	117
CALR	8537	8504	8846	6622
CALU	1908	1926	1782	1398
CAMK1	700	660	709	522
CAMK2D	518	428	462	363
CAMK2G	381	313	394	331
CAMK4	129	123	103	114
CAMKK1	307	239	262	199
CAMKK2	493	393	389	355
CAMKMT	173	143	139	113
CAMKV	159	134	124	101
CAMLG	653	639	669	446
CAMSAP1	1402	1238	1303	1025
CAMSAP2	2487	2239	2202	1970
CAMSAP3	188	162	141	131
CAMTA1	331	372	329	227
CAMTA2	301	235	181	278
CAND1	9396	8448	8827	6135
CAND2	756	628	601	538
CANT1	422	386	348	321
CANX	19846	20031	17838	13570
CAP1	1941	1765	2006	1366
CAP2	142	149	148	132
CAPG	57	54	74	48
CAPN1	452	371	414	387
CAPN10	312	276	294	230
CAPN15	933	747	700	611
CAPN2	2866	2823	2736	2002
CAPN7	1951	1828	1781	1438
CAPNS1	835	683	1023	708
CAPRIN1	7526	6465	7504	5722
CAPRIN2	465	390	421	379
CAPS2	50	43	58	27
CAPZA1	2033	1785	2086	1446
CAPZA2	1546	1461	1270	891
CAPZB	1064	969	948	789
CARD10	172	144	99	82
CARD19	111	108	99	75
CARD8	293	281	281	204
CARF	85	54	62	48
CARHSP1	296	260	319	245
CARM1	924	756	887	858
CARMIL1	574	518	610	471
CARMIL2	41	48	34	45
CARNMT1	797	742	662	538
CARS	1225	1058	1170	858
CARS2	671	562	667	474
CASC3	953	827	844	775
CASC4	578	466	591	427
CASD1	367	344	370	267
CASK	1143	1012	1034	804
CASKIN1	58	46	43	38
CASKIN2	168	126	143	145
CASP2	777	694	586	673
CASP3	383	342	324	248
CASP6	224	222	222	136
CASP7	370	307	326	236
CASP8	171	169	149	165
CASP8AP2	3029	2818	2662	2268
CASP9	144	95	96	108
CAST	1809	1814	1671	1347
CASTOR2	110	86	73	74
CASZ1	89	69	60	75
CAT	576	520	626	410
CATSPERE	81	82	60	49
CAV2	46	35	40	30
CAVIN1	64	55	44	44
CAVIN4	83	70	69	51
CBFA2T2	150	150	148	150
CBFB	503	557	456	325
CBL	714	597	533	540
CBLB	200	204	153	167
CBLL1	289	257	338	291
CBR1	1203	1162	987	750
CBR3	57	73	46	27
CBR4	422	433	401	280
CBS	114	93	138	105
CBSL	31	26	46	34
CBWD1	243	261	216	167
CBWD2	360	383	387	226
CBWD5	56	41	38	32
CBWD6	58	60	60	35
CBX1	675	662	596	470
CBX2	442	470	399	293
CBX3	2455	2504	2088	1459
CBX4	285	253	314	260
CBX5	1114	1086	963	809
CBX6	656	640	593	491
CBX8	178	179	189	137
CBY1	302	295	262	189
CC2D1A	517	450	414	507
CC2D1B	710	671	671	507
CC2D2A	447	424	407	336
CC2D2B	116	87	75	112
CCAR1	4895	4577	4671	3634
CCAR2	1577	1425	1558	1239
CCDC102A	112	135	103	80
CCDC106	117	130	125	93
CCDC107	152	145	179	113
CCDC112	368	311	344	261
CCDC113	93	87	80	53
CCDC115	105	100	107	90
CCDC117	779	834	622	528
CCDC12	535	538	507	371
CCDC120	49	52	30	39
CCDC121	40	42	35	36
CCDC122	99	99	108	72
CCDC124	667	709	628	457
CCDC125	403	371	335	293
CCDC126	88	76	78	46
CCDC127	224	188	177	170
CCDC130	199	209	245	185
CCDC134	308	253	226	219
CCDC136	291	264	208	218
CCDC137	450	456	360	253
CCDC138	1866	1745	1590	1296
CCDC14	2244	2092	2203	1660
CCDC142	329	282	276	241
CCDC146	76	56	55	75
CCDC15	395	357	307	269
CCDC150	1234	1133	1062	860
CCDC157	84	83	83	93
CCDC167	359	367	239	227
CCDC168	59	54	85	83
CCDC171	187	164	150	144
CCDC174	462	392	393	332
CCDC18	1940	1891	1748	1493
CCDC180	344	269	267	256
CCDC181	418	394	392	259
CCDC183	50	48	71	53
CCDC186	575	590	592	401
CCDC189	187	166	196	143
CCDC191	97	87	79	56
CCDC22	418	359	356	360
CCDC25	263	261	272	166
CCDC28A	297	315	293	232
CCDC28B	222	197	217	151
CCDC32	113	113	107	78
CCDC34	588	531	531	354
CCDC39	89	82	86	72
CCDC40	117	107	103	81
CCDC43	834	781	684	479
CCDC47	2752	2736	2332	1927
CCDC50	423	402	349	261
CCDC51	642	652	588	471
CCDC57	620	578	500	498
CCDC58	465	521	533	330
CCDC59	820	762	913	650
CCDC6	620	536	438	485
CCDC61	36	45	72	39
CCDC65	73	52	57	52
CCDC66	1836	1626	1561	1250
CCDC69	42	52	44	34
CCDC7	57	47	65	59
CCDC71	562	522	516	429
CCDC71L	83	78	55	38
CCDC74A	66	69	65	46
CCDC77	523	509	459	399
CCDC78	75	92	108	88
CCDC8	380	398	336	242
CCDC80	48	33	68	40
CCDC82	418	421	310	257
CCDC84	240	232	205	234
CCDC85B	245	273	154	117
CCDC85C	230	247	175	145
CCDC86	1079	1025	857	957
CCDC88A	3361	3082	2782	2600
CCDC88C	375	348	282	284
CCDC9	131	138	112	86
CCDC90B	401	398	454	310
CCDC91	510	478	451	325
CCDC92	142	104	83	99
CCDC93	941	893	796	641
CCDC97	190	151	128	137
CCHCR1	597	596	606	439
CCM2	292	240	243	228
CCN1	58	47	63	102
CCNA2	3392	3225	3297	2249
CCNB1	6339	6088	6301	4278
CCNB1IP1	818	621	825	585
CCNB2	1383	1207	1339	988
CCNB3	66	39	59	50
CCNC	1474	1401	1463	953
CCND1	155	189	152	146
CCND2	104	121	100	99
CCND3	218	213	233	196
CCNDBP1	492	465	453	350
CCNE1	495	423	499	318
CCNE2	702	600	708	486
CCNF	1262	1166	1197	928
CCNG1	4006	3643	3504	2475
CCNG2	333	325	262	241
CCNH	1276	1195	1144	856
CCNI	2934	2536	2095	2352
CCNJ	434	358	438	326
CCNK	499	385	297	452
CCNL1	1346	1160	1515	1095
CCNL2	1702	1624	1618	1238
CCNQ	520	444	537	396
CCNT1	985	883	1153	832
CCNT2	987	852	1073	729
CCNY	380	389	437	311
CCNYL1	137	148	111	114
CCP110	1611	1487	1297	1161
CCPG1	668	582	664	430
CCS	207	205	241	173
CCSAP	362	337	316	212
CCSER1	309	284	285	226
CCSER2	871	793	783	683
CCT2	13922	13064	13706	9175
CCT3	19415	17841	19380	13711
CCT4	15415	14339	14430	10153
CCT5	11822	10998	12321	8292
CCT6A	9599	8872	9194	6109
CCT7	14533	14406	14115	10064
CCT8	10386	10025	9342	6352
CCZ1	72	57	95	55
CCZ1B	59	44	77	61
CD101	111	105	87	85
CD109	543	445	386	352
CD151	589	422	642	412
CD164	968	877	996	772
CD276	287	256	223	267
CD2AP	1395	1361	1301	959
CD2BP2	1495	1625	1400	1002
CD320	893	777	736	529
CD3EAP	852	822	864	643
CD46	1454	1321	1349	994
CD47	882	812	830	538
CD55	820	706	707	566
CD58	126	72	132	87
CD63	1391	1432	1380	915
CD81	1215	1082	1132	944
CD83	50	47	63	36
CD9	215	227	234	194
CD99	651	636	554	404
CD99L2	346	308	316	214
CDADC1	192	198	178	135
CDAN1	336	294	326	271
CDC123	2984	2537	3051	2051
CDC14A	128	79	116	82
CDC14B	433	367	360	288
CDC16	1090	1044	827	791
CDC20	3115	2803	2816	2272
CDC23	1724	1615	1530	1127
CDC25A	2057	1958	2110	1557
CDC25B	464	387	294	346
CDC25C	550	444	431	359
CDC27	1992	1728	2259	1651
CDC34	561	523	587	406
CDC37	3155	3214	3435	2265
CDC37L1	162	162	136	106
CDC40	1173	1071	1012	762
CDC42	1514	1486	1366	1009
CDC42BPA	4474	4252	3743	3236
CDC42BPB	2064	1847	1495	1553
CDC42EP1	352	279	302	269
CDC42EP2	93	74	88	92
CDC42EP3	73	46	70	52
CDC42EP4	114	108	93	96
CDC42SE1	307	250	308	225
CDC42SE2	93	78	73	75
CDC45	2145	2002	2078	1492
CDC5L	4350	4188	4426	3081
CDC6	2353	2110	2432	1781
CDC7	2470	2241	2354	1670
CDC73	1359	1343	1275	986
CDCA2	1638	1634	1558	1252
CDCA3	637	557	641	480
CDCA4	508	505	499	369
CDCA5	506	524	530	363
CDCA7	1557	1586	1349	1036
CDCA7L	1046	1050	857	675
CDCA8	600	539	643	549
CDH1	30	28	25	39
CDH2	826	719	842	682
CDH23	70	71	70	101
CDH24	61	50	75	56
CDH26	40	33	35	25
CDHR5	119	92	73	107
CDIP1	142	138	138	112
CDIPT	332	283	443	262
CDK1	2678	2267	2757	1846
CDK10	430	376	398	293
CDK11A	154	137	171	135
CDK11B	390	339	358	271
CDK12	3179	2631	2802	2686
CDK13	2222	1961	1899	1760
CDK14	278	260	249	192
CDK16	3165	2480	3480	2854
CDK17	482	461	452	354
CDK18	63	44	42	45
CDK19	129	120	118	79
CDK2	955	954	1143	791
CDK20	98	86	94	78
CDK2AP1	356	348	326	211
CDK2AP2	78	81	64	64
CDK3	47	43	57	47
CDK4	2867	2677	3138	2317
CDK5	420	428	395	287
CDK5R1	36	26	54	38
CDK5RAP1	987	901	861	751
CDK5RAP2	3009	2752	2459	2237
CDK5RAP3	1172	1158	1123	931
CDK6	230	236	244	183
CDK7	376	353	381	272
CDK8	422	371	399	297
CDK9	406	359	348	295
CDKAL1	1125	1098	1093	853
CDKL1	107	89	89	77
CDKL2	59	59	51	41
CDKL3	46	45	46	37
CDKL5	127	125	122	122
CDKN1A	67	78	82	69
CDKN1B	265	259	284	218
CDKN2A	554	580	420	319
CDKN2AIP	416	322	457	295
CDKN2AIPNL	163	140	140	106
CDKN2C	414	404	408	287
CDKN3	536	469	566	373
CDON	714	594	619	569
CDR1	341	227	165	397
CDR2L	151	170	133	104
CDRT4	46	49	51	42
CDS1	268	218	226	185
CDS2	612	507	615	478
CDT1	920	788	725	760
CDV3	1299	1295	1368	891
CDX2	156	120	142	103
CDYL	911	848	939	702
CEBPG	412	364	422	316
CEBPZ	4776	4471	4237	3233
CEBPZOS	185	208	166	133
CECR2	591	566	481	485
CELF1	1641	1458	1571	1275
CELF2	128	122	93	122
CELSR1	760	612	498	604
CELSR2	676	496	417	620
CELSR3	895	704	653	735
CEMIP	95	72	57	91
CEMIP2	631	531	683	548
CENPA	114	137	145	106
CENPB	1135	1181	1093	794
CENPC	1121	947	1092	836
CENPE	6108	6015	6006	4725
CENPF	19793	19238	18393	14445
CENPH	826	844	756	516
CENPI	1427	1316	1285	1019
CENPJ	1313	1238	1243	948
CENPK	600	571	545	448
CENPL	339	301	388	261
CENPM	413	394	342	322
CENPN	1030	978	985	705
CENPO	485	430	375	361
CENPP	294	281	224	207
CENPQ	351	365	309	222
CENPT	655	604	763	543
CENPU	1640	1676	1541	1161
CENPV	896	843	831	576
CENPW	770	787	637	442
CENPX	236	233	207	167
CEP104	855	844	778	729
CEP112	535	503	384	413
CEP120	756	683	706	579
CEP126	93	85	91	71
CEP128	1029	1041	983	890
CEP131	584	529	488	435
CEP135	1455	1413	1288	1096
CEP152	1658	1570	1413	1160
CEP162	706	650	548	522
CEP164	1023	982	889	809
CEP170	1459	1383	1329	1092
CEP170B	699	605	588	582
CEP192	2678	2395	2296	1873
CEP250	2001	1862	1601	1472
CEP290	2713	2774	2588	2025
CEP295	3413	3009	3372	2719
CEP350	5869	5293	5357	4279
CEP41	201	158	200	140
CEP44	473	489	385	305
CEP55	1217	1087	1147	837
CEP57	1290	1171	1172	949
CEP57L1	299	241	264	214
CEP63	303	258	330	242
CEP68	457	363	396	341
CEP70	526	496	492	337
CEP72	507	431	373	386
CEP76	388	376	345	264
CEP78	1833	1709	1647	1259
CEP83	1122	1038	861	794
CEP85	1266	1116	1201	972
CEP85L	638	586	589	493
CEP89	209	182	213	173
CEP95	1525	1362	1185	951
CEP97	1099	993	1048	722
CEPT1	706	564	775	486
CERCAM	558	525	473	410
CERK	778	686	803	592
CERS1	104	109	110	67
CERS2	1529	1237	1624	1132
CERS4	84	81	81	71
CERS5	415	317	323	268
CERS6	594	537	526	464
CES2	455	415	420	344
CES3	162	159	136	138
CETN2	711	705	589	417
CETN3	440	413	424	266
CFAP126	130	114	88	85
CFAP157	43	35	33	36
CFAP20	560	443	547	372
CFAP298	284	273	280	183
CFAP36	844	722	860	609
CFAP410	135	114	129	107
CFAP43	55	38	37	44
CFAP44	921	886	761	703
CFAP69	184	169	153	90
CFAP70	104	121	87	81
CFAP97	735	626	782	510
CFDP1	1035	1054	1103	726
CFL1	5150	5175	4858	3651
CFL2	594	602	495	382
CFLAR	279	240	207	189
CGGBP1	739	656	834	625
CGN	386	317	317	282
CGNL1	68	44	54	46
CGRRF1	193	184	218	178
CHAC2	410	410	374	211
CHAF1A	2574	2558	2387	2004
CHAF1B	1279	1123	1244	971
CHAMP1	423	394	302	416
CHCHD1	381	352	288	189
CHCHD10	116	106	103	53
CHCHD2	1651	1409	1691	1098
CHCHD3	868	837	730	562
CHCHD4	315	273	309	201
CHCHD5	95	70	77	41
CHCHD6	287	265	265	212
CHCHD7	510	531	461	340
CHD1	5562	5386	5438	4002
CHD1L	3595	3293	3001	2450
CHD2	2452	2290	2283	1940
CHD3	2589	2434	2334	2034
CHD4	1823	1782	1696	1299
CHD6	2605	2410	2288	1882
CHD7	3451	2999	2606	2558
CHD8	5965	5249	4979	4524
CHD9	2769	2406	2337	1944
CHDH	279	256	294	218
CHEK1	1344	1202	1212	933
CHEK2	778	735	817	561
CHERP	634	437	350	507
CHFR	269	212	202	184
CHIC1	83	75	66	49
CHIC2	156	166	141	107
CHID1	741	708	678	612
CHKA	381	371	359	322
CHKB	333	318	278	220
CHM	529	494	503	419
CHML	1476	1407	1407	1052
CHMP1A	471	466	433	318
CHMP1B	266	290	221	197
CHMP2A	503	504	408	363
CHMP2B	948	955	931	746
CHMP4A	84	73	53	43
CHMP4B	541	522	415	360
CHMP4C	41	39	27	33
CHMP5	999	1088	896	604
CHMP6	123	112	122	96
CHMP7	506	448	453	351
CHN1	408	404	362	274
CHORDC1	1112	1112	1053	822
CHP1	202	187	210	163
CHPF	296	276	214	238
CHPF2	457	362	435	371
CHPT1	1016	862	862	626
CHRAC1	108	114	109	86
CHRNA3	94	76	67	85
CHRNA5	907	801	885	666
CHRNG	74	69	42	52
CHST10	365	331	394	286
CHST11	73	73	82	63
CHST12	182	173	157	140
CHST14	98	75	62	57
CHST15	137	120	110	97
CHST2	62	57	46	45
CHST3	48	46	33	36
CHSY1	1030	1007	963	804
CHSY3	170	126	133	88
CHTF18	1087	963	1089	871
CHTF8	215	165	226	196
CHTOP	1199	1234	1162	909
CHUK	2172	1986	1996	1456
CIAO1	1226	1201	1179	875
CIAO2A	565	610	442	360
CIAO2B	508	436	538	316
CIAO3	257	234	263	194
CIAPIN1	861	925	807	623
CIB1	489	383	475	364
CIB2	81	73	79	44
CIC	687	576	501	613
CIDEB	266	265	299	237
CILP2	72	63	64	59
CINP	532	504	460	343
CIP2A	3604	3326	3282	2662
CIPC	232	215	223	178
CIR1	401	399	455	322
CIRBP	1293	1233	1441	1028
CISD1	414	397	422	284
CISD2	336	303	250	183
CISD3	57	37	78	41
CIT	1652	1486	1233	1257
CITED1	81	80	72	56
CITED2	121	127	117	122
CIZ1	1369	1133	1133	1127
CKAP2	4114	3840	3828	3014
CKAP2L	913	788	833	702
CKAP4	924	804	838	641
CKAP5	11525	10739	10464	8652
CKB	5660	4871	6943	4899
CKLF	171	139	173	121
CKMT1A	54	55	51	35
CKMT1B	66	65	63	58
CKMT2	98	80	64	80
CKS2	1126	885	1196	735
CLASP1	1657	1467	1375	1242
CLASP2	3570	3156	3366	2556
CLASRP	520	458	472	433
CLBA1	77	68	80	64
CLCC1	1491	1410	1311	1028
CLCN2	104	108	90	71
CLCN3	1249	1176	1325	976
CLCN5	355	300	315	239
CLCN6	297	267	221	238
CLCN7	633	463	534	538
CLDN12	206	159	213	123
CLDN15	66	64	77	49
CLDND1	763	671	834	598
CLEC16A	531	491	457	500
CLEC2D	62	34	54	36
CLGN	592	636	589	370
CLHC1	111	104	104	85
CLIC1	1738	1629	1718	1178
CLIC4	505	480	421	303
CLINT1	2056	1827	2326	1648
CLIP1	1529	1397	1225	1099
CLIP2	74	54	57	40
CLIP4	428	383	340	251
CLK1	1416	1456	1351	969
CLK2	1117	1007	986	851
CLK3	644	581	657	473
CLK4	575	566	578	421
CLMN	170	170	124	119
CLN5	277	274	258	217
CLN6	440	337	550	385
CLN8	35	30	39	27
CLNS1A	2453	2431	2040	1428
CLOCK	499	414	460	401
CLP1	437	400	455	311
CLPB	1823	1653	1672	1385
CLPP	610	582	723	453
CLPTM1	1082	913	1017	992
CLPTM1L	2109	2036	2162	1519
CLPX	1011	954	911	656
CLSPN	3722	3512	3514	2887
CLSTN1	1676	1503	1213	1287
CLSTN3	206	155	182	152
CLTA	1781	1641	1528	1137
CLTB	601	619	608	405
CLTC	18646	16814	15841	12818
CLTCL1	914	786	736	666
CLU	144	126	138	87
CLUAP1	325	354	344	214
CLUH	2171	1884	1879	1871
CLYBL	91	81	70	66
CMAS	1183	1224	984	756
CMBL	177	161	122	116
CMC1	223	215	235	168
CMC2	200	257	202	183
CMC4	170	188	187	98
CMIP	202	184	125	208
CMPK1	801	727	658	448
CMSS1	1582	1394	1470	1040
CMTM3	62	53	65	39
CMTM4	195	202	155	109
CMTM6	521	491	528	312
CMTM7	217	187	208	150
CMTM8	88	83	90	59
CMTR1	2143	2028	1906	1565
CMTR2	374	306	360	269
CMYA5	67	61	82	78
CNBP	2990	2702	2974	2102
CNDP2	605	564	544	489
CNIH1	502	466	576	401
CNIH4	1064	942	1132	716
CNKSR3	316	264	309	237
CNN2	200	165	258	227
CNN3	2056	1774	1881	1395
CNNM1	100	75	55	67
CNNM2	219	248	199	180
CNNM3	350	336	347	253
CNNM4	248	188	230	192
CNOT1	14353	12231	12378	11061
CNOT10	2269	2107	2152	1666
CNOT11	774	797	821	574
CNOT2	1273	1075	1276	951
CNOT3	672	524	459	653
CNOT4	356	298	356	312
CNOT6	1573	1363	1104	1183
